R, км||V, км/с||Tet, рад||I, рад||Omega, рад||U, рад||T, с
 7457.724, км||    5.162, км/с||   -0.564, рад||    0.017, рад||    0.522, рад||    0.375, рад||  730.000, с
 7454.963, км||    5.161, км/с||   -0.565, рад||    0.017, рад||    0.522, рад||    0.376, рад||  731.000, с
 7452.200, км||    5.160, км/с||   -0.565, рад||    0.017, рад||    0.522, рад||    0.376, рад||  732.000, с
 7449.435, км||    5.159, км/с||   -0.566, рад||    0.017, рад||    0.522, рад||    0.377, рад||  733.000, с
 7446.668, км||    5.158, км/с||   -0.566, рад||    0.017, рад||    0.522, рад||    0.378, рад||  734.000, с
 7443.899, км||    5.157, км/с||   -0.567, рад||    0.017, рад||    0.521, рад||    0.378, рад||  735.000, с
 7441.128, км||    5.156, км/с||   -0.567, рад||    0.017, рад||    0.521, рад||    0.379, рад||  736.000, с
 7438.356, км||    5.155, км/с||   -0.568, рад||    0.017, рад||    0.521, рад||    0.379, рад||  737.000, с
 7435.583, км||    5.153, км/с||   -0.569, рад||    0.017, рад||    0.521, рад||    0.380, рад||  738.000, с
 7432.808, км||    5.151, км/с||   -0.569, рад||    0.017, рад||    0.521, рад||    0.381, рад||  739.000, с
 7430.032, км||    5.150, км/с||   -0.570, рад||    0.017, рад||    0.521, рад||    0.381, рад||  740.000, с
 7427.254, км||    5.148, км/с||   -0.570, рад||    0.017, рад||    0.521, рад||    0.382, рад||  741.000, с
 7424.475, км||    5.146, км/с||   -0.571, рад||    0.017, рад||    0.521, рад||    0.383, рад||  742.000, с
 7421.695, км||    5.144, км/с||   -0.571, рад||    0.017, рад||    0.521, рад||    0.383, рад||  743.000, с
 7418.914, км||    5.141, км/с||   -0.572, рад||    0.017, рад||    0.521, рад||    0.384, рад||  744.000, с
 7416.132, км||    5.139, км/с||   -0.572, рад||    0.017, рад||    0.521, рад||    0.385, рад||  745.000, с
 7413.349, км||    5.136, км/с||   -0.573, рад||    0.017, рад||    0.521, рад||    0.385, рад||  746.000, с
 7410.565, км||    5.133, км/с||   -0.573, рад||    0.017, рад||    0.521, рад||    0.386, рад||  747.000, с
 7407.780, км||    5.130, км/с||   -0.574, рад||    0.017, рад||    0.521, рад||    0.386, рад||  748.000, с
 7404.995, км||    5.127, км/с||   -0.574, рад||    0.017, рад||    0.521, рад||    0.387, рад||  749.000, с
 7402.209, км||    5.124, км/с||   -0.575, рад||    0.017, рад||    0.521, рад||    0.388, рад||  750.000, с
 7399.423, км||    5.121, км/с||   -0.575, рад||    0.017, рад||    0.521, рад||    0.388, рад||  751.000, с
 7396.637, км||    5.117, км/с||   -0.576, рад||    0.017, рад||    0.520, рад||    0.389, рад||  752.000, с
 7393.850, км||    5.113, км/с||   -0.576, рад||    0.017, рад||    0.520, рад||    0.390, рад||  753.000, с
 7391.063, км||    5.109, км/с||   -0.577, рад||    0.017, рад||    0.520, рад||    0.390, рад||  754.000, с
 7388.277, км||    5.105, км/с||   -0.577, рад||    0.017, рад||    0.520, рад||    0.391, рад||  755.000, с
 7385.490, км||    5.101, км/с||   -0.578, рад||    0.017, рад||    0.520, рад||    0.392, рад||  756.000, с
 7382.703, км||    5.096, км/с||   -0.578, рад||    0.017, рад||    0.520, рад||    0.392, рад||  757.000, с
 7379.917, км||    5.091, км/с||   -0.579, рад||    0.017, рад||    0.520, рад||    0.393, рад||  758.000, с
 7377.132, км||    5.087, км/с||   -0.579, рад||    0.017, рад||    0.520, рад||    0.394, рад||  759.000, с
 7374.346, км||    5.081, км/с||   -0.580, рад||    0.017, рад||    0.520, рад||    0.394, рад||  760.000, с
 7371.562, км||    5.076, км/с||   -0.581, рад||    0.017, рад||    0.520, рад||    0.395, рад||  761.000, с
 7368.778, км||    5.070, км/с||   -0.581, рад||    0.017, рад||    0.520, рад||    0.396, рад||  762.000, с
    0.000, км||    0.000, км/с||    0.000, рад||    0.000, рад||    0.000, рад||    0.000, рад||    0.000, с
