R, км||V, км/с||Tet, рад||I, рад||Omega, рад||U, рад||T, с
 9336.238, км||    7.376, км/с||    0.142, рад||    1.396, рад||    0.523, рад||    1.252, рад||  743.000, с
 9337.281, км||    7.376, км/с||    0.142, рад||    1.396, рад||    0.523, рад||    1.253, рад||  744.000, с
 9338.325, км||    7.375, км/с||    0.142, рад||    1.396, рад||    0.523, рад||    1.254, рад||  745.000, с
 9339.371, км||    7.375, км/с||    0.142, рад||    1.396, рад||    0.523, рад||    1.254, рад||  746.000, с
 9340.418, км||    7.374, км/с||    0.142, рад||    1.396, рад||    0.523, рад||    1.255, рад||  747.000, с
 9341.465, км||    7.373, км/с||    0.143, рад||    1.396, рад||    0.523, рад||    1.256, рад||  748.000, с
 9342.514, км||    7.373, км/с||    0.143, рад||    1.396, рад||    0.523, рад||    1.257, рад||  749.000, с
 9343.564, км||    7.372, км/с||    0.143, рад||    1.396, рад||    0.523, рад||    1.257, рад||  750.000, с
 9344.616, км||    7.371, км/с||    0.143, рад||    1.396, рад||    0.523, рад||    1.258, рад||  751.000, с
 9345.668, км||    7.371, км/с||    0.143, рад||    1.396, рад||    0.523, рад||    1.259, рад||  752.000, с
 9346.721, км||    7.370, км/с||    0.144, рад||    1.396, рад||    0.523, рад||    1.260, рад||  753.000, с
 9347.776, км||    7.369, км/с||    0.144, рад||    1.396, рад||    0.523, рад||    1.261, рад||  754.000, с
 9348.832, км||    7.369, км/с||    0.144, рад||    1.396, рад||    0.523, рад||    1.261, рад||  755.000, с
 9349.889, км||    7.368, км/с||    0.144, рад||    1.396, рад||    0.523, рад||    1.262, рад||  756.000, с
 9350.947, км||    7.367, км/с||    0.144, рад||    1.396, рад||    0.523, рад||    1.263, рад||  757.000, с
 9352.006, км||    7.367, км/с||    0.144, рад||    1.396, рад||    0.523, рад||    1.264, рад||  758.000, с
 9353.066, км||    7.366, км/с||    0.145, рад||    1.396, рад||    0.523, рад||    1.264, рад||  759.000, с
 9354.127, км||    7.365, км/с||    0.145, рад||    1.396, рад||    0.523, рад||    1.265, рад||  760.000, с
 9355.190, км||    7.365, км/с||    0.145, рад||    1.396, рад||    0.523, рад||    1.266, рад||  761.000, с
 9356.254, км||    7.364, км/с||    0.145, рад||    1.396, рад||    0.523, рад||    1.267, рад||  762.000, с
    0.000, км||    0.000, км/с||    0.000, рад||    0.000, рад||    0.000, рад||    0.000, рад||    0.000, с
